order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time,total_fulfillment_time,prep_time_share,delivery_time_share,rating_given,rating_value,is_promoter,is_weekend,cost_band,customer_order_count,is_repeat_customer,restaurant_order_count,cuisine_order_count,cuisine_grouped,is_low_volume_restaurant
1477529,377260,The Smile,American,5.82,Weekend,3,22,25,47,0.468,0.532,True,3.0,False,True,Low,2,True,18,584,American,False
1477648,110792,Blue Ribbon Sushi,Japanese,16.06,Weekend,Not given,24,21,45,0.533,0.467,False,,False,True,Medium,2,True,119,470,Japanese,False
1476874,60901,RedFarm Hudson,Chinese,5.82,Weekend,5,22,22,44,0.5,0.5,True,5.0,True,True,Low,1,False,55,215,Chinese,False
1477097,132906,Sushi of Gari 46,Japanese,13.05,Weekday,Not given,28,30,58,0.483,0.517,False,,False,False,Medium,3,True,37,470,Japanese,False
1477974,41907,Parm,Italian,9.22,Weekend,4,31,25,56,0.554,0.446,True,4.0,True,True,Low,4,True,68,298,Italian,False
1478036,186976,Burger Joint,American,8.35,Weekend,4,28,17,45,0.622,0.378,True,4.0,True,True,Low,1,False,12,584,American,False
1478371,258275,Cafe Habana,Mexican,25.17,Weekend,Not given,27,26,53,0.509,0.491,False,,False,True,High,1,False,16,77,Mexican,False
1476730,344577,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.05,Weekend,4,22,21,43,0.512,0.488,True,4.0,True,True,High,1,False,23,77,Mexican,False
1476768,72757,Jack's Wife Freda,Mediterranean,8.49,Weekend,Not given,23,18,41,0.561,0.439,False,,False,True,Low,2,True,25,46,Mediterranean,False
1476786,103852,Blue Ribbon Sushi,Japanese,6.74,Weekend,5,22,29,51,0.431,0.569,True,5.0,True,True,Low,3,True,119,470,Japanese,False
1478242,372276,Pinto Nouveau Thai Bistro,Thai,24.2,Weekend,5,29,15,44,0.659,0.341,True,5.0,True,True,High,1,False,4,19,Other,False
1477773,72726,Shake Shack,American,12.18,Weekend,5,32,24,56,0.571,0.429,True,5.0,True,True,Low,2,True,219,584,American,False
1477063,317446,The Meatball Shop,Italian,19.4,Weekend,5,28,30,58,0.483,0.517,True,5.0,True,True,High,1,False,132,298,Italian,False
1477419,186454,Shake Shack,American,14.07,Weekend,5,34,17,51,0.667,0.333,True,5.0,True,True,Medium,1,False,219,584,American,False
1476864,381020,RedFarm Broadway,Chinese,31.86,Weekend,4,25,19,44,0.568,0.432,True,4.0,True,True,High,3,True,59,215,Chinese,False
1476791,390484,RedFarm Broadway,Chinese,12.56,Weekday,4,35,33,68,0.515,0.485,True,4.0,True,False,Medium,1,False,59,215,Chinese,False
1477054,351799,Sushi of Gari Tribeca,Japanese,14.07,Weekend,5,34,29,63,0.54,0.46,True,5.0,True,True,Medium,2,True,24,470,Japanese,False
1478184,232359,The Meatball Shop,American,5.82,Weekend,5,30,30,60,0.5,0.5,True,5.0,True,True,Low,3,True,132,584,American,False
1476851,361220,Carmine's,Italian,19.98,Weekday,5,34,30,64,0.531,0.469,True,5.0,True,False,High,2,True,3,298,Italian,True
1476597,373059,Shake Shack,American,14.07,Weekend,Not given,31,25,56,0.554,0.446,False,,False,True,Medium,1,False,219,584,American,False
1477241,42828,Jack's Wife Freda,Mediterranean,14.12,Weekday,5,25,25,50,0.5,0.5,True,5.0,True,False,Medium,1,False,25,46,Mediterranean,False
1477282,241719,Sushi of Gari Tribeca,Japanese,12.42,Weekend,4,23,20,43,0.535,0.465,True,4.0,True,True,Medium,5,True,24,470,Japanese,False
1477874,41168,Parm,Italian,12.13,Weekend,Not given,25,29,54,0.463,0.537,False,,False,True,Low,2,True,68,298,Italian,False
1476852,369809,Five Guys Burgers and Fries,American,19.45,Weekday,3,28,28,56,0.5,0.5,True,3.0,False,False,High,2,True,29,584,American,False
1476958,41638,Blue Ribbon Fried Chicken,American,12.18,Weekend,4,26,29,55,0.473,0.527,True,4.0,True,True,Low,2,True,96,584,American,False
1477226,361728,The Meatball Shop,Italian,6.69,Weekend,Not given,25,18,43,0.581,0.419,False,,False,True,Low,2,True,132,298,Italian,False
1477327,328731,Nobu Next Door,Japanese,13.97,Weekday,Not given,27,24,51,0.529,0.471,False,,False,False,Medium,2,True,42,470,Japanese,False
1476905,360844,Blue Ribbon Sushi Bar & Grill,Japanese,5.72,Weekday,5,32,26,58,0.552,0.448,True,5.0,True,False,Low,3,True,44,470,Japanese,False
1478433,94700,Haandi,Indian,13.1,Weekend,Not given,31,30,61,0.508,0.492,False,,False,True,Medium,2,True,2,73,Indian,True
1476666,205241,Shake Shack,American,6.07,Weekday,4,23,27,50,0.46,0.54,True,4.0,True,False,Low,1,False,219,584,American,False
1476552,334758,Melt Shop,American,12.56,Weekend,4,25,23,48,0.521,0.479,True,4.0,True,True,Medium,3,True,11,584,American,False
1477137,157578,P.J. Clarke's,American,14.07,Weekday,5,33,26,59,0.559,0.441,True,5.0,True,False,Medium,2,True,15,584,American,False
1477440,127934,Blue Ribbon Fried Chicken,American,12.52,Weekday,4,24,31,55,0.436,0.564,True,4.0,True,False,Medium,3,True,96,584,American,False
1477545,144352,Shake Shack,American,21.93,Weekday,Not given,21,33,54,0.389,0.611,False,,False,False,High,2,True,219,584,American,False
1478215,92726,Sarabeth's East,American,25.27,Weekend,4,23,19,42,0.548,0.452,True,4.0,True,True,High,2,True,7,584,American,False
1478301,184325,Asuka Sushi,Japanese,22.75,Weekday,5,25,32,57,0.439,0.561,True,5.0,True,False,High,4,True,3,470,Japanese,True
1477294,39334,The Meatball Shop,American,12.18,Weekend,5,22,26,48,0.458,0.542,True,5.0,True,True,Low,2,True,132,584,American,False
1477235,115841,Rubirosa,Italian,15.38,Weekday,Not given,30,31,61,0.492,0.508,False,,False,False,Medium,1,False,37,298,Italian,False
1478012,114919,Yama Japanese Restaurant,Japanese,12.66,Weekend,Not given,25,26,51,0.49,0.51,False,,False,True,Medium,2,True,18,470,Japanese,False
1477005,87006,Nobu Next Door,Japanese,25.17,Weekend,Not given,21,16,37,0.568,0.432,False,,False,True,High,4,True,42,470,Japanese,False
1476600,141912,P.J. Clarke's,American,24.25,Weekend,Not given,24,15,39,0.615,0.385,False,,False,True,High,2,True,15,584,American,False
1478270,303548,Shake Shack,American,14.02,Weekend,4,20,21,41,0.488,0.512,True,4.0,True,True,Medium,3,True,219,584,American,False
1477299,60039,ilili Restaurant,Middle Eastern,31.33,Weekday,4,29,27,56,0.518,0.482,True,4.0,True,False,High,4,True,18,49,Middle Eastern,False
1477388,396432,Blue Ribbon Sushi Izakaya,Japanese,9.7,Weekend,Not given,25,15,40,0.625,0.375,False,,False,True,Low,2,True,29,470,Japanese,False
1477221,125510,Blue Ribbon Sushi Izakaya,Japanese,33.03,Weekend,3,34,23,57,0.596,0.404,True,3.0,False,True,High,1,False,29,470,Japanese,False
1476691,68775,Sushi of Gari Tribeca,Japanese,24.2,Weekend,Not given,22,21,43,0.512,0.488,False,,False,True,High,3,True,24,470,Japanese,False
1476838,51356,Burger Joint,American,16.15,Weekend,Not given,31,15,46,0.674,0.326,False,,False,True,Medium,1,False,12,584,American,False
1477913,92096,Aurora,Italian,21.93,Weekend,Not given,31,18,49,0.633,0.367,False,,False,True,High,2,True,2,298,Italian,True
1477453,83287,Shake Shack,American,9.41,Weekend,5,22,20,42,0.524,0.476,True,5.0,True,True,Low,9,True,219,584,American,False
1477946,81152,Hill Country Fried Chicken,Southern,14.12,Weekend,5,25,15,40,0.625,0.375,True,5.0,True,True,Medium,1,False,14,17,Other,False
1477395,56219,Parm,Italian,14.55,Weekday,5,30,32,62,0.484,0.516,True,5.0,True,False,Medium,1,False,68,298,Italian,False
1478404,97991,Blue Ribbon Sushi Bar & Grill,Japanese,33.03,Weekend,5,28,15,43,0.651,0.349,True,5.0,True,True,High,6,True,44,470,Japanese,False
1476567,122609,Blue Ribbon Sushi,Japanese,13.0,Weekend,5,34,15,49,0.694,0.306,True,5.0,True,True,Medium,4,True,119,470,Japanese,False
1476903,53874,Sarabeth's,American,25.17,Weekend,3,28,23,51,0.549,0.451,True,3.0,False,True,High,1,False,3,584,American,True
1478374,64151,Rubirosa,Italian,5.97,Weekend,3,30,25,55,0.545,0.455,True,3.0,False,True,Low,4,True,37,298,Italian,False
1476764,44049,Sushi Samba,Japanese,13.0,Weekend,4,33,21,54,0.611,0.389,True,4.0,True,True,Medium,1,False,11,470,Japanese,False
1476629,317993,Melt Shop,American,12.66,Weekend,3,27,26,53,0.509,0.491,True,3.0,False,True,Medium,1,False,11,584,American,False
1476936,260035,Blue Ribbon Sushi Bar & Grill,Japanese,14.12,Weekend,Not given,31,25,56,0.554,0.446,False,,False,True,Medium,1,False,44,470,Japanese,False
1478342,142681,Osteria Morini,Italian,8.3,Weekend,Not given,27,19,46,0.587,0.413,False,,False,True,Low,2,True,14,298,Italian,False
1477229,72339,Hatsuhana,Japanese,17.03,Weekday,4,35,33,68,0.515,0.485,True,4.0,True,False,Medium,2,True,6,470,Japanese,False
1476961,112272,Blue Ribbon Sushi,Japanese,14.02,Weekday,Not given,35,29,64,0.547,0.453,False,,False,False,Medium,2,True,119,470,Japanese,False
1477332,43018,RedFarm Hudson,Chinese,24.2,Weekend,5,27,19,46,0.587,0.413,True,5.0,True,True,High,2,True,55,215,Chinese,False
1478193,83287,Five Guys Burgers and Fries,American,16.01,Weekend,Not given,27,19,46,0.587,0.413,False,,False,True,Medium,9,True,29,584,American,False
1478410,84087,The Meatball Shop,Italian,25.22,Weekend,5,32,25,57,0.561,0.439,True,5.0,True,True,High,5,True,132,298,Italian,False
1477080,67848,The Kati Roll Company,Indian,19.45,Weekend,Not given,25,24,49,0.51,0.49,False,,False,True,High,1,False,16,73,Indian,False
1477169,46696,Blue Ribbon Sushi Bar & Grill,Japanese,12.08,Weekday,5,29,24,53,0.547,0.453,True,5.0,True,False,Low,2,True,44,470,Japanese,False
1476761,64153,Blue Ribbon Fried Chicken,American,24.25,Weekday,5,33,30,63,0.524,0.476,True,5.0,True,False,High,5,True,96,584,American,False
1477584,275689,Cafe Habana,Mexican,16.98,Weekday,4,23,30,53,0.434,0.566,True,4.0,True,False,Medium,6,True,16,77,Mexican,False
1477916,121706,Blue Ribbon Fried Chicken,American,13.0,Weekend,Not given,24,30,54,0.444,0.556,False,,False,True,Medium,3,True,96,584,American,False
1476561,115213,Tamarind TriBeCa,Indian,13.24,Weekend,Not given,23,30,53,0.434,0.566,False,,False,True,Medium,6,True,27,73,Indian,False
1477072,113507,Parm,Italian,29.39,Weekday,Not given,26,30,56,0.464,0.536,False,,False,False,High,2,True,68,298,Italian,False
1476755,331143,Waverly Diner,American,11.59,Weekend,Not given,25,22,47,0.532,0.468,False,,False,True,Low,4,True,7,584,American,False
1478293,84045,Barbounia,Mediterranean,12.13,Weekend,Not given,26,26,52,0.5,0.5,False,,False,True,Low,1,False,6,46,Mediterranean,False
1477142,87151,Rubirosa,Italian,24.2,Weekend,4,23,26,49,0.469,0.531,True,4.0,True,True,High,1,False,37,298,Italian,False
1477494,300003,Crema Restaurante,Mexican,15.86,Weekend,Not given,31,30,61,0.508,0.492,False,,False,True,Medium,3,True,1,77,Mexican,True
1477176,260680,Tamarind TriBeCa,Indian,12.95,Weekday,3,27,24,51,0.529,0.471,True,3.0,False,False,Medium,3,True,27,73,Indian,False
1478383,121905,Shake Shack,American,15.86,Weekend,3,34,20,54,0.63,0.37,True,3.0,False,True,Medium,2,True,219,584,American,False
1476917,58675,Big Daddy's,American,14.84,Weekend,5,32,22,54,0.593,0.407,True,5.0,True,True,Medium,3,True,2,584,American,True
1478082,103005,Yama Japanese Restaurant,Japanese,5.77,Weekend,Not given,34,21,55,0.618,0.382,False,,False,True,Low,3,True,18,470,Japanese,False
1477502,367076,Sushi of Gari 46,Japanese,22.8,Weekend,Not given,30,25,55,0.545,0.455,False,,False,True,High,1,False,37,470,Japanese,False
1477734,81658,The Meatball Shop,Italian,29.25,Weekday,5,35,29,64,0.547,0.453,True,5.0,True,False,High,1,False,132,298,Italian,False
1477151,97991,Blue Ribbon Sushi Bar & Grill,Japanese,22.36,Weekend,4,25,18,43,0.581,0.419,True,4.0,True,True,High,6,True,44,470,Japanese,False
1478333,93437,Sushi of Gari 46,Japanese,22.26,Weekend,5,27,26,53,0.509,0.491,True,5.0,True,True,High,1,False,37,470,Japanese,False
1477013,52832,Donburi-ya,Japanese,8.01,Weekday,5,30,30,60,0.5,0.5,True,5.0,True,False,Low,13,True,7,470,Japanese,False
1476949,14869,Pepe Rosso To Go,Italian,16.3,Weekend,Not given,23,30,53,0.434,0.566,False,,False,True,Medium,3,True,7,298,Italian,False
1477779,39275,TAO,Japanese,31.43,Weekend,Not given,34,20,54,0.63,0.37,False,,False,True,High,2,True,49,470,Japanese,False
1478131,395616,Parm,Italian,12.13,Weekend,3,23,15,38,0.605,0.395,True,3.0,False,True,Low,2,True,68,298,Italian,False
1477769,129798,TAO,Japanese,8.05,Weekday,Not given,26,31,57,0.456,0.544,False,,False,False,Low,3,True,49,470,Japanese,False
1478099,97255,Parm,Italian,19.4,Weekday,Not given,24,28,52,0.462,0.538,False,,False,False,High,1,False,68,298,Italian,False
1476810,95164,Amma,Indian,19.35,Weekend,Not given,30,16,46,0.652,0.348,False,,False,True,Medium,3,True,4,73,Indian,False
1477279,35432,TAO,Japanese,16.15,Weekend,3,24,22,46,0.522,0.478,True,3.0,False,True,Medium,2,True,49,470,Japanese,False
1478309,127130,Momoya,Japanese,16.05,Weekday,4,34,33,67,0.507,0.493,True,4.0,True,False,Medium,2,True,30,470,Japanese,False
1477368,132137,Parm,Italian,24.25,Weekend,4,34,21,55,0.618,0.382,True,4.0,True,True,High,2,True,68,298,Italian,False
1477409,146588,Shake Shack,American,9.07,Weekday,3,35,26,61,0.574,0.426,True,3.0,False,False,Low,4,True,219,584,American,False
1477506,283831,Blue Ribbon Sushi Bar & Grill,Japanese,13.05,Weekday,5,22,28,50,0.44,0.56,True,5.0,True,False,Medium,1,False,44,470,Japanese,False
1476888,342107,Shake Shack,American,12.13,Weekday,5,25,30,55,0.455,0.545,True,5.0,True,False,Low,2,True,219,584,American,False
1477579,349854,Shake Shack,American,24.35,Weekday,5,34,26,60,0.567,0.433,True,5.0,True,False,High,2,True,219,584,American,False
1477977,43856,Han Dynasty,Chinese,16.01,Weekend,5,30,16,46,0.652,0.348,True,5.0,True,True,Medium,1,False,46,215,Chinese,False
1478336,138426,Tony's Di Napoli,Italian,5.82,Weekend,5,26,26,52,0.5,0.5,True,5.0,True,True,Low,2,True,5,298,Italian,False
1477649,106478,Cafe Mogador,Middle Eastern,16.15,Weekend,5,29,27,56,0.518,0.482,True,5.0,True,True,Medium,3,True,18,49,Middle Eastern,False
1477108,47280,Blue Ribbon Sushi,Japanese,29.68,Weekend,3,26,30,56,0.464,0.536,True,3.0,False,True,High,5,True,119,470,Japanese,False
1477947,78560,The Meatball Shop,Italian,12.18,Weekend,3,27,20,47,0.574,0.426,True,3.0,False,True,Low,2,True,132,298,Italian,False
1477488,344586,Sushi of Gari 46,Japanese,12.56,Weekend,4,20,22,42,0.476,0.524,True,4.0,True,True,Medium,1,False,37,470,Japanese,False
1477236,1311,Chipotle Mexican Grill $1.99 Delivery,Mexican,16.1,Weekend,Not given,22,26,48,0.458,0.542,False,,False,True,Medium,1,False,23,77,Mexican,False
1478392,77511,Parm,Italian,21.93,Weekend,4,22,25,47,0.468,0.532,True,4.0,True,True,High,1,False,68,298,Italian,False
1476940,197633,Sushi of Gari 46,Japanese,5.77,Weekday,4,32,24,56,0.571,0.429,True,4.0,True,False,Low,2,True,37,470,Japanese,False
1477671,393765,Nobu Next Door,Japanese,6.02,Weekend,5,33,24,57,0.579,0.421,True,5.0,True,True,Low,1,False,42,470,Japanese,False
1476742,92096,Aurora,Italian,6.74,Weekday,Not given,30,26,56,0.536,0.464,False,,False,False,Low,2,True,2,298,Italian,True
1478177,80683,Blue Ribbon Sushi,Japanese,11.59,Weekend,4,22,18,40,0.55,0.45,True,4.0,True,True,Low,1,False,119,470,Japanese,False
1477035,141496,Dickson's Farmstand Meats,American,33.03,Weekend,5,35,20,55,0.636,0.364,True,5.0,True,True,High,1,False,3,584,American,True
1477923,75115,RedFarm Hudson,Chinese,33.03,Weekend,3,32,19,51,0.627,0.373,True,3.0,False,True,High,2,True,55,215,Chinese,False
1478054,170221,Shake Shack,American,5.72,Weekend,Not given,24,19,43,0.558,0.442,False,,False,True,Low,2,True,219,584,American,False
1477590,145952,Blue Ribbon Sushi,Japanese,29.15,Weekday,Not given,26,24,50,0.52,0.48,False,,False,False,High,2,True,119,470,Japanese,False
1477984,353676,indikitch,Indian,14.07,Weekend,4,20,30,50,0.4,0.6,True,4.0,True,True,Medium,2,True,4,73,Indian,False
1476828,52832,Donburi-ya,Japanese,6.64,Weekday,Not given,21,29,50,0.42,0.58,False,,False,False,Low,13,True,7,470,Japanese,False
1477234,91817,Melt Shop,American,9.6,Weekend,5,30,16,46,0.652,0.348,True,5.0,True,True,Low,5,True,11,584,American,False
1477829,164529,Blue Ribbon Sushi,Japanese,9.32,Weekend,4,32,18,50,0.64,0.36,True,4.0,True,True,Low,2,True,119,470,Japanese,False
1477191,93797,ilili Restaurant,Middle Eastern,25.22,Weekday,5,25,33,58,0.431,0.569,True,5.0,True,False,High,2,True,18,49,Middle Eastern,False
1477509,382076,Shake Shack,American,16.93,Weekend,Not given,25,26,51,0.49,0.51,False,,False,True,Medium,2,True,219,584,American,False
1477950,301032,Blue Ribbon Fried Chicken,American,16.44,Weekend,4,24,16,40,0.6,0.4,True,4.0,True,True,Medium,5,True,96,584,American,False
1476679,241719,Blue Ribbon Sushi Izakaya,Japanese,14.41,Weekend,5,22,20,42,0.524,0.476,True,5.0,True,True,Medium,5,True,29,470,Japanese,False
1478388,285143,Pepe Rosso To Go,Italian,12.13,Weekend,4,25,18,43,0.581,0.419,True,4.0,True,True,Low,1,False,7,298,Italian,False
1478078,54608,Tamarind TriBeCa,Indian,22.26,Weekend,5,34,15,49,0.694,0.306,True,5.0,True,True,High,2,True,27,73,Indian,False
1477443,105903,Shake Shack,American,24.3,Weekday,4,35,29,64,0.547,0.453,True,4.0,True,False,High,1,False,219,584,American,False
1477272,143984,The Smile,American,12.27,Weekday,Not given,32,24,56,0.571,0.429,False,,False,False,Medium,3,True,18,584,American,False
1476868,122609,Blue Ribbon Sushi Izakaya,Japanese,12.23,Weekend,Not given,33,23,56,0.589,0.411,False,,False,True,Medium,4,True,29,470,Japanese,False
1478432,331143,Waverly Diner,American,14.6,Weekday,3,20,32,52,0.385,0.615,True,3.0,False,False,Medium,4,True,7,584,American,False
1476988,94115,Moonstruck on Second,American,14.94,Weekend,5,27,20,47,0.574,0.426,True,5.0,True,True,Medium,1,False,1,584,American,True
1476762,367111,Blue Ribbon Sushi Bar & Grill,Japanese,16.54,Weekend,Not given,27,17,44,0.614,0.386,False,,False,True,Medium,1,False,44,470,Japanese,False
1477925,347181,RedFarm Hudson,Chinese,11.64,Weekend,Not given,34,18,52,0.654,0.346,False,,False,True,Low,3,True,55,215,Chinese,False
1478145,42461,Melt Shop,American,11.69,Weekday,4,21,27,48,0.438,0.562,True,4.0,True,False,Low,1,False,11,584,American,False
1477042,209179,RedFarm Broadway,Chinese,6.74,Weekend,Not given,31,27,58,0.534,0.466,False,,False,True,Low,2,True,59,215,Chinese,False
1476834,176622,Cafe Mogador,Middle Eastern,9.22,Weekend,Not given,23,15,38,0.605,0.395,False,,False,True,Low,2,True,18,49,Middle Eastern,False
1477446,88333,The Meatball Shop,American,5.77,Weekend,Not given,33,27,60,0.55,0.45,False,,False,True,Low,1,False,132,584,American,False
1477727,333311,Blue Ribbon Sushi Izakaya,Japanese,21.93,Weekend,Not given,35,26,61,0.574,0.426,False,,False,True,High,1,False,29,470,Japanese,False
1476812,83287,Shake Shack,American,9.02,Weekday,4,23,27,50,0.46,0.54,True,4.0,True,False,Low,9,True,219,584,American,False
1477948,141550,Serafina Fabulous Pizza,Italian,22.8,Weekday,4,28,31,59,0.475,0.525,True,4.0,True,False,High,1,False,5,298,Italian,False
1477739,63096,Rubirosa,Italian,12.51,Weekend,5,21,15,36,0.583,0.417,True,5.0,True,True,Medium,2,True,37,298,Italian,False
1476801,104130,Ravagh Persian Grill,Middle Eastern,14.07,Weekday,5,34,33,67,0.507,0.493,True,5.0,True,False,Medium,3,True,3,49,Middle Eastern,True
1477530,64754,The Kati Roll Company,Indian,5.34,Weekend,4,27,18,45,0.6,0.4,True,4.0,True,True,Low,1,False,16,73,Indian,False
1478140,62730,Westville Hudson,American,29.1,Weekend,Not given,20,24,44,0.455,0.545,False,,False,True,High,2,True,15,584,American,False
1477398,87357,Five Guys Burgers and Fries,American,6.4,Weekday,5,23,32,55,0.418,0.582,True,5.0,True,False,Low,2,True,29,584,American,False
1477575,367800,Cafe Mogador,Middle Eastern,14.12,Weekend,Not given,24,24,48,0.5,0.5,False,,False,True,Medium,1,False,18,49,Middle Eastern,False
1477780,303409,TAO,Japanese,12.18,Weekend,Not given,23,24,47,0.489,0.511,False,,False,True,Low,1,False,49,470,Japanese,False
1477726,268958,Osteria Morini,Italian,19.45,Weekend,Not given,26,29,55,0.473,0.527,False,,False,True,High,3,True,14,298,Italian,False
1477703,121681,Momoya,Japanese,11.59,Weekend,5,20,21,41,0.488,0.512,True,5.0,True,True,Low,1,False,30,470,Japanese,False
1476631,57263,Nobu Next Door,Japanese,9.22,Weekend,Not given,29,23,52,0.558,0.442,False,,False,True,Low,2,True,42,470,Japanese,False
1476822,284256,Empanada Mama (closed),Mexican,12.13,Weekend,5,21,22,43,0.488,0.512,True,5.0,True,True,Low,2,True,13,77,Mexican,False
1477869,125854,Shake Shack,American,15.76,Weekend,4,34,27,61,0.557,0.443,True,4.0,True,True,Medium,1,False,219,584,American,False
1478245,52832,Junoon,Indian,29.49,Weekend,5,23,17,40,0.575,0.425,True,5.0,True,True,High,13,True,5,73,Indian,False
1477250,41409,Nobu Next Door,Japanese,19.35,Weekend,4,28,30,58,0.483,0.517,True,4.0,True,True,Medium,3,True,42,470,Japanese,False
1477591,97806,Shake Shack,American,31.43,Weekend,Not given,30,19,49,0.612,0.388,False,,False,True,High,5,True,219,584,American,False
1477840,35309,Blue Ribbon Sushi,Japanese,19.4,Weekend,5,24,25,49,0.49,0.51,True,5.0,True,True,High,2,True,119,470,Japanese,False
1477613,186473,Blue Ribbon Sushi,Japanese,11.69,Weekend,Not given,28,29,57,0.491,0.509,False,,False,True,Low,5,True,119,470,Japanese,False
1477129,52832,Han Dynasty,Chinese,19.3,Weekend,Not given,34,21,55,0.618,0.382,False,,False,True,Medium,13,True,46,215,Chinese,False
1476670,355970,The Meatball Shop,Italian,7.61,Weekend,3,20,26,46,0.435,0.565,True,3.0,False,True,Low,1,False,132,298,Italian,False
1478155,5693,The Meatball Shop,Italian,8.3,Weekday,Not given,29,32,61,0.475,0.525,False,,False,False,Low,1,False,132,298,Italian,False
1477928,70709,RedFarm Hudson,Chinese,25.17,Weekend,Not given,21,17,38,0.553,0.447,False,,False,True,High,1,False,55,215,Chinese,False
1478233,264707,TAO,Japanese,12.08,Weekday,3,24,26,50,0.48,0.52,True,3.0,False,False,Low,4,True,49,470,Japanese,False
1477622,84087,The Meatball Shop,Italian,12.71,Weekday,5,29,33,62,0.468,0.532,True,5.0,True,False,Medium,5,True,132,298,Italian,False
1478130,114410,The Meatball Shop,Italian,12.18,Weekend,Not given,20,16,36,0.556,0.444,False,,False,True,Low,2,True,132,298,Italian,False
1477698,60835,Parm,Italian,29.35,Weekend,5,29,17,46,0.63,0.37,True,5.0,True,True,High,3,True,68,298,Italian,False
1478080,312853,Five Guys Burgers and Fries,American,25.27,Weekend,5,27,29,56,0.482,0.518,True,5.0,True,True,High,1,False,29,584,American,False
1477533,236739,Xi'an Famous Foods,Chinese,8.54,Weekend,5,29,30,59,0.492,0.508,True,5.0,True,True,Low,2,True,9,215,Chinese,False
1476729,396481,Han Dynasty,Chinese,29.15,Weekend,Not given,27,15,42,0.643,0.357,False,,False,True,High,1,False,46,215,Chinese,False
1477980,385150,Blue Ribbon Sushi,Japanese,17.85,Weekend,Not given,28,18,46,0.609,0.391,False,,False,True,Medium,4,True,119,470,Japanese,False
1478019,106006,Blue Ribbon Sushi Izakaya,Japanese,16.1,Weekend,3,20,28,48,0.417,0.583,True,3.0,False,True,Medium,1,False,29,470,Japanese,False
1477505,399832,The Kati Roll Company,Indian,14.07,Weekend,5,23,20,43,0.535,0.465,True,5.0,True,True,Medium,1,False,16,73,Indian,False
1477204,376578,Shake Shack,American,15.57,Weekday,4,34,25,59,0.576,0.424,True,4.0,True,False,Medium,3,True,219,584,American,False
1477988,82041,Parm,Italian,16.44,Weekend,4,23,22,45,0.511,0.489,True,4.0,True,True,Medium,7,True,68,298,Italian,False
1478345,365871,Cafe de La Esquina,Mexican,16.06,Weekend,5,27,21,48,0.562,0.438,True,5.0,True,True,Medium,1,False,1,77,Mexican,True
1478413,318689,Olive Garden,Italian,6.74,Weekend,5,23,19,42,0.548,0.452,True,5.0,True,True,Low,2,True,2,298,Italian,True
1476639,399172,Blue Ribbon Fried Chicken,American,14.07,Weekday,Not given,20,31,51,0.392,0.608,False,,False,False,Medium,1,False,96,584,American,False
1477985,325272,Cho Dang Gol,Korean,12.13,Weekend,4,29,16,45,0.644,0.356,True,4.0,True,True,Low,2,True,6,13,Other,False
1477198,86449,The Meatball Shop,Italian,8.54,Weekend,3,31,15,46,0.674,0.326,True,3.0,False,True,Low,1,False,132,298,Italian,False
1476973,101746,Cafeteria,American,11.59,Weekend,Not given,24,19,43,0.558,0.442,False,,False,True,Low,1,False,9,584,American,False
1477961,167738,Jack's Wife Freda,Mediterranean,31.43,Weekend,5,34,20,54,0.63,0.37,True,5.0,True,True,High,1,False,25,46,Mediterranean,False
1477092,144851,Benihana,Japanese,16.11,Weekend,Not given,25,29,54,0.463,0.537,False,,False,True,Medium,1,False,5,470,Japanese,False
1477866,44706,Blue Ribbon Sushi,Japanese,9.41,Weekend,5,24,18,42,0.571,0.429,True,5.0,True,True,Low,1,False,119,470,Japanese,False
1478041,96456,67 Burger,American,29.05,Weekday,5,20,28,48,0.417,0.583,True,5.0,True,False,High,1,False,1,584,American,True
1477860,209179,RedFarm Broadway,Chinese,5.87,Weekend,4,27,22,49,0.551,0.449,True,4.0,True,True,Low,2,True,59,215,Chinese,False
1478232,77371,Blue Ribbon Sushi Bar & Grill,Japanese,12.18,Weekend,4,24,15,39,0.615,0.385,True,4.0,True,True,Low,1,False,44,470,Japanese,False
1477023,99288,Boqueria,Spanish,12.13,Weekday,Not given,33,28,61,0.541,0.459,False,,False,False,Low,2,True,9,12,Other,False
1477455,38336,Rubirosa,Italian,16.2,Weekend,4,21,27,48,0.438,0.562,True,4.0,True,True,Medium,1,False,37,298,Italian,False
1477709,110461,Blue Ribbon Sushi,Japanese,5.97,Weekend,3,31,30,61,0.508,0.492,True,3.0,False,True,Low,2,True,119,470,Japanese,False
1477263,291667,Shake Shack,American,12.23,Weekday,5,35,25,60,0.583,0.417,True,5.0,True,False,Medium,1,False,219,584,American,False
1477242,63890,Blue Ribbon Sushi,Japanese,14.12,Weekday,5,35,33,68,0.515,0.485,True,5.0,True,False,Medium,1,False,119,470,Japanese,False
1476788,310706,Parm,Italian,6.74,Weekday,5,25,30,55,0.455,0.545,True,5.0,True,False,Low,1,False,68,298,Italian,False
1477783,73895,RedFarm Broadway,Chinese,19.4,Weekend,5,24,25,49,0.49,0.51,True,5.0,True,True,High,2,True,59,215,Chinese,False
1478231,141732,Blue Ribbon Fried Chicken,American,12.13,Weekend,Not given,35,29,64,0.547,0.453,False,,False,True,Low,4,True,96,584,American,False
